,Title,Runtime,Stars,Year,Budget,Promo,Season,Rating,Genre,R1,R2,R3,Success
246,"""Chronicles of the Celestial Voyager""",135,2,2004,161.41012979540517,141.69804043369766,Summer,R,Science fiction,"""An infuriatingly insipid and unoriginal cinematic endeavor that treads familiar ground without offering any semblance of innovation or creativity.""","""A convoluted and bafflingly structured storyline that struggles to hold interest, lacking the coherence and depth necessary for audience engagement.""","""A cinematic gem that stands out with its compelling characters and narrative.""",True
247,"""Eclipse Protocol: Shadows of the Future""",135,1,2004,45.1982545135191,55.97713429242511,Fall,PG13,Science fiction,"""A disappointingly shallow and superficial narrative that dances around complex themes without offering any substantive exploration or insight.""","""An excruciatingly pretentious and overwrought attempt at thematic depth, drowning in its own self-importance and failing to resonate on any meaningful level.""","""A contrived and soulless portrayal that fails to capture authentic human emotion, feeling more like a checklist of tired stereotypes than a genuine story.""",False
248,"""The Omega Constellation: Beyond the Stars""",135,3,2010,85.90665415505957,114.59864855266368,Winter,PG13,Science fiction,"""A maddeningly unfocused and disjointed cinematic ordeal that fails to establish a coherent narrative thread, leaving viewers adrift in confusion.""","""An excruciatingly tedious and meandering narrative that lacks any semblance of pacing or narrative urgency, meandering aimlessly from one scene to another.""","""A dreadfully contrived and formulaic attempt at drama that manipulates emotions without earning genuine investment or empathy from its audience.""",False
249,"""Nanotech Chronicles: Microcosmic Evolution""",128,0,2016,42.1486367061,48.718977753631705,Winter,PG,Science fiction,"""An incoherent and disjointed series of scenes that fails to stitch together a cohesive storyline, leaving audiences grappling with a fragmented mess.""","""A visually stunning masterpiece that captivates with its aesthetics.""","""A heartwarming tale that celebrates the beauty of human connections.""",False
250,"""Elysium's Gate: Odyssey of the Unknown""",122,1,2006,93.09688313521586,61.73390744030361,Fall,PG,Science fiction,"""A woefully underdeveloped and shallow narrative that squanders the potential for emotional depth, reducing complex themes to mere surface-level discussions.""","""A cringe-inducing and poorly scripted attempt at humor, devoid of wit or cleverness, relying on tired clichés for cheap laughs.""","""An exhilarating ride that combines suspense, action, and heart.""",False
251,"""Singularity's Reach: The AI Evolution""",124,0,2007,67.3578809598389,55.64953007630234,Winter,PG13,Science fiction,"""A testament to the magic of cinema, leaving audiences spellbound.""","""An agonizingly dull and unremarkable portrayal that fails to resonate, suffocating under the weight of its own mundane predictability.""","""A feel-good story that brings warmth and smiles to every viewer.""",True
252,"""Solaris Reborn: Galactic Genesis""",127,2,2007,61.20127893942321,37.37563637638612,Spring,R,Science fiction,"""A dreadfully slow-paced and uneventful cinematic voyage that meanders through meaningless vignettes, lacking any semblance of purpose.""","""A poorly conceived and awkwardly executed film that fumbles with its own ideas, failing to offer a cohesive and compelling storyline.""","""An infuriatingly pretentious and self-indulgent attempt at artistic expression, favoring style over substance to the detriment of engagement.""",False
253,"""Neon Exodus: Cyberpunk Chronicles""",127,1,2008,50.05325594780219,42.98997499870921,Summer,R,Science fiction,"""A frustratingly incomplete and nonsensical portrayal that careens between disparate themes, leaving audiences disoriented and unfulfilled.""","""A visually breathtaking spectacle that immerses viewers in its world.""","""A timeless classic that continues to enchant audiences of all ages.""",False
254,"""Retrograde Horizon: Time Traveler's Odyssey""",133,1,2004,83.66574847938475,67.86596048729076,Fall,PG13,Science fiction,"""A profoundly misguided and disjointed narrative that sabotages its own potential, floundering amidst an aimless and uninspired screenplay.""","""An emotionally resonant movie that speaks to the universal human experience.""","""A cinematic triumph that transcends boundaries with its brilliance.""",False
255,"""Lunar Genesis: Terraforming Tales""",132,0,2001,197.36526668415198,262.1817756011117,Summer,PG,Science fiction,"""An embarrassingly contrived attempt at thematic exploration, clumsily handling complex subjects without any depth or nuanced understanding.""","""A hopelessly banal and forgettable cinematic endeavor that fails to leave a lasting impression, drowned in a sea of mediocrity and predictability.""","""A beautifully crafted narrative that unfolds with grace and depth.""",False
256,"""Galactic Catalyst: Prophecies of the Void""",126,3,2003,63980983.82931675,76.14526185331033,Spring,PG13,Science fiction,"""A dreadfully unoriginal and derivative attempt at narrative innovation, recycling tired tropes without offering any fresh perspective or intrigue.""","""An interminably long and poorly paced saga that fails to justify its runtime, stumbling through dull sequences with an utter lack of direction.""","""A testament to the power of storytelling, leaving a positive impact.""",False
257,"""Ascendant Frontier: Echoes of Hyperion""",134,4,2016,97.48308477043618,127.27711502001473,Winter,PG,Science fiction,"""A jumbled mess of disjointed scenes and underdeveloped subplots, undermining any potential for engaging storytelling or emotional resonance.""","""An excruciatingly tedious portrayal that plods along without purpose, devoid of any compelling character arcs or meaningful developments.""","""An uplifting film that strikes the right chords of inspiration and joy.""",False
258,"""The Quantum Shift: Nexus of Realms""",124,3,2022,72.90543360896991,64.35890514041103,Spring,PG13,Science fiction,"""A meandering and convoluted storyline that fails to sustain interest, meagerly attempting to patch together disparate elements with little success.""","""A disastrously executed narrative that struggles to find coherence, leaving audiences bewildered and disconnected from its intended impact.""","""An overindulgent and underwhelming narrative that lacks coherence or direction, meandering through disconnected sequences and superficial character arcs, resulting in an incoherent and unsatisfying viewing experience.""",False
259,"""Astral Odyssey: Beyond the Veil of Reality""",129,2,2002,53.720065653291776,46.278674640483985,Fall,PG13,Science fiction,"""A plodding and formulaic portrayal that lacks any semblance of originality or narrative depth, stumbling through predictable scenarios and superficial character development, offering no engaging or emotional resonance.""","""An excruciatingly tedious and insipid portrayal that plods along without any sense of purpose or genuine emotion, offering up contrived scenarios and unconvincing character interactions that fail to captivate.""","""A compelling journey that engages both the mind and emotions.""",False
260,"""The Quantum Quest for the Interstellar MacGuffin""",132,3,2012,65.5492548684682,92.63656294756025,Summer,PG,Science fiction,"""A disjointed and uninspired attempt at storytelling that lacks any semblance of depth or resonance, stumbling through contrived subplots and predictable conflicts, offering no engaging or emotional investment.""","""An overindulgent and underdeveloped narrative that lacks coherence or direction, drifting through disconnected sequences and superficial character interactions, offering no meaningful engagement or emotional investment.""","""A feel-good movie with a perfect balance of humor, heart, and depth.""",False
261,"""The Adventures of Captain Zorp and His Hyperactive Laser-Gun-Toting Sidekick""",121,0,2000,46.95009444898085,56.21123112837294,Summer,PG13,Science fiction,"""A plodding and predictable portrayal that lacks any semblance of originality or narrative depth, stumbling through formulaic scenarios and shallow character development, offering no engaging or emotional resonance.""","""An excruciatingly slow and meandering portrayal that overstays its welcome, meandering through tedious scenarios and uninteresting character interactions, offering no engaging or emotional depth.""","""A disjointed and uninspired portrayal that feels like a series of unconnected scenes, lacking any coherent narrative or emotional resonance, resulting in an incoherent and unsatisfying viewing experience.""",False
262,"""The Chronicles of the Time-Traveling Hamster and Its Reluctant Human Companion""",132,0,2003,56.08798803103903,37.74650483426595,Fall,PG13,Science fiction,"""An overindulgent and disjointed narrative that lacks any sense of direction or purpose, meandering through disconnected sequences and superficial character development, offering no coherent storytelling or emotional engagement.""","""A celebration of creativity and storytelling that resonates with all audiences.""","""An immersive experience that effortlessly captures the imagination.""",False
263,"""Galactic Mischief: The Irksome Antics of Space Station 42's Inhabitants""",133,0,2018,35.79136186704658,25.242195867492242,Summer,PG,Science fiction,"""A plodding and derivative attempt at narrative development that lacks any semblance of originality or coherence, stumbling through contrived sequences and superficial character arcs, resulting in an unconvincing and hollow portrayal.""","""An excruciatingly slow and tedious portrayal that fails to elicit any genuine emotion or narrative interest, plodding through uninspired scenarios and shallow character interactions that lack authenticity.""","""A thought-provoking exploration of life's complexities and beauty.""",False
